"sim","method","n.dims","err","CV","Pi"
160,"PCA-LDA",36,1.02144776178555e-06,3,1
161,"CCA-LDA",36,0.0063636807294325,3,1
161,"PCA-LDA",30,0.0791478425095213,3,1
162,"CCA-LDA",37,0.00098034643427185,3,1
162,"PCA-LDA",35,0.0217428531413485,3,1
163,"CCA-LDA",26,0.0695732754799823,3,1
163,"PCA-LDA",28,0.0988350908747944,3,1
164,"CCA-LDA",23,0.0594699855580428,3,1
164,"PCA-LDA",39,7.72499749647713e-07,3,1
165,"CCA-LDA",36,0.0395749411531934,3,1
165,"PCA-LDA",35,0.0459787418824637,3,1
166,"CCA-LDA",28,0.106781242656395,3,1
166,"PCA-LDA",34,0.0287971649273102,3,1
167,"CCA-LDA",32,0.0404395314129432,3,1
167,"PCA-LDA",36,0.0333571191483883,3,1
168,"CCA-LDA",27,0.0380971447166341,3,1
168,"PCA-LDA",38,0.0085002716334628,3,1
169,"CCA-LDA",39,0.00458865942975964,3,1
169,"PCA-LDA",34,0.0131782746536471,3,1
17,"CCA-LDA",36,0.0546892298258985,3,1
17,"PCA-LDA",39,0.00153836999225617,3,1
170,"CCA-LDA",36,0.0238295939408726,3,1
170,"PCA-LDA",35,0.0472707780860565,3,1
171,"CCA-LDA",37,0.00212567895472993,3,1
171,"PCA-LDA",30,0.0350854315126203,3,1
172,"CCA-LDA",34,0.0491301225579317,3,1
172,"PCA-LDA",38,7.41544563689947e-06,3,1
173,"CCA-LDA",25,0.100560894040579,3,1
173,"PCA-LDA",25,0.0872427282657882,3,1
174,"CCA-LDA",33,0.0213681158748661,3,1
174,"PCA-LDA",32,0.0519572341751959,3,1
175,"CCA-LDA",35,0.0235217701592284,3,1
175,"PCA-LDA",34,0.000204307333472176,3,1
176,"CCA-LDA",35,0.000977592637148835,3,1
176,"PCA-LDA",31,0.101768081083702,3,1
177,"CCA-LDA",38,0.00695862475224502,3,1
177,"PCA-LDA",39,3.82680367788844e-13,3,1
178,"CCA-LDA",37,0.0237601251734117,3,1
178,"PCA-LDA",33,0.0872121914675588,3,1
179,"CCA-LDA",38,0.0184901706452497,3,1
179,"PCA-LDA",36,0.022815594950269,3,1
18,"CCA-LDA",24,0.0297895608601057,3,1
18,"PCA-LDA",32,0.0508561941516626,3,1
180,"CCA-LDA",39,0.0230957406788614,3,1
180,"PCA-LDA",32,0.0325520244716395,3,1
181,"CCA-LDA",30,0.0181631027862061,3,1
181,"PCA-LDA",39,4.7819828846449e-11,3,1
182,"CCA-LDA",25,0.0552287226443087,3,1
182,"PCA-LDA",36,0.030497348880069,3,1
183,"CCA-LDA",35,0.0401562300830238,3,1
183,"PCA-LDA",37,0.051387905367752,3,1
184,"CCA-LDA",38,4.22192211931105e-05,3,1
184,"PCA-LDA",34,0.0540655462819316,3,1
185,"CCA-LDA",35,0.0476343983545138,3,1
185,"PCA-LDA",39,0.000914125723673097,3,1
186,"CCA-LDA",21,0.14387122022379,3,1
186,"PCA-LDA",37,0.000613555794282252,3,1
187,"CCA-LDA",25,0.106179252786417,3,1
187,"PCA-LDA",37,0.00748095850251037,3,1
188,"CCA-LDA",34,0.0683059864437341,3,1
188,"PCA-LDA",26,0.0916976949200936,3,1
189,"CCA-LDA",38,0.00412939335865455,3,1
189,"PCA-LDA",32,0.00042404857544161,3,1
19,"CCA-LDA",38,0.0143475796337491,3,1
19,"PCA-LDA",31,0.0349746578111511,3,1
190,"CCA-LDA",32,0.0294552616630411,3,1
190,"PCA-LDA",32,0.0737068781830779,3,1
191,"CCA-LDA",36,0.00619601394673421,3,1
191,"PCA-LDA",39,1.76170838255312e-05,3,1
192,"CCA-LDA",36,0.0136880239219055,3,1
192,"PCA-LDA",33,0.0496896551662872,3,1
193,"CCA-LDA",38,0.0224909342138155,3,1
193,"PCA-LDA",30,0.0391334720976501,3,1
194,"CCA-LDA",35,0.00958607946048338,3,1
194,"PCA-LDA",35,0.00023909205768256,3,1
195,"CCA-LDA",22,0.0276410175190018,3,1
195,"PCA-LDA",33,0.0264307933113191,3,1
196,"CCA-LDA",31,0.0211388949600168,3,1
196,"PCA-LDA",38,0.00315803758682883,3,1
197,"CCA-LDA",38,0.0166111674302563,3,1
197,"PCA-LDA",39,0.00312564040827334,3,1
198,"CCA-LDA",17,0.0518422501879709,3,1
198,"PCA-LDA",38,0.00343040137311337,3,1
199,"CCA-LDA",29,0.0406350358723764,3,1
199,"PCA-LDA",28,0.0695634177858946,3,1
2,"CCA-LDA",19,0.100419269568169,3,1
2,"PCA-LDA",24,0.114007742759996,3,1
20,"CCA-LDA",14,0.0781183859801195,3,1
20,"PCA-LDA",30,0.149721157334558,3,1
200,"CCA-LDA",27,0.0225743408704322,3,1
200,"PCA-LDA",39,5.22160430742755e-11,3,1
21,"CCA-LDA",33,0.0189402592075492,3,1
21,"PCA-LDA",38,0.00558811364144213,3,1
22,"CCA-LDA",31,0.164051054906027,3,1
22,"PCA-LDA",36,3.79236337144226e-05,3,1
23,"CCA-LDA",34,0.0720044739008295,3,1
23,"PCA-LDA",32,0.0111577901263243,3,1
24,"CCA-LDA",37,0.0240183507555451,3,1
24,"PCA-LDA",38,0.00314611220602076,3,1
25,"CCA-LDA",38,0.028751908960577,3,1
25,"PCA-LDA",38,0.000294212905898923,3,1
26,"CCA-LDA",36,0.11718648966177,3,1
26,"PCA-LDA",33,0.0351713491889567,3,1
27,"CCA-LDA",29,0.0360810706583409,3,1
27,"PCA-LDA",31,0.0576388623983461,3,1
28,"CCA-LDA",25,0.0852420878149294,3,1
28,"PCA-LDA",39,0.0528514633242566,3,1
29,"CCA-LDA",23,0.0389675871614227,3,1
29,"PCA-LDA",36,0.000318017337979961,3,1
3,"CCA-LDA",32,0.00847967633116343,3,1
3,"PCA-LDA",36,0.00274709412358671,3,1
30,"CCA-LDA",31,0.0736642990803391,3,1
30,"PCA-LDA",39,0.00919144730057261,3,1
31,"CCA-LDA",31,0.0379527320822693,3,1
31,"PCA-LDA",32,0.0195027391614999,3,1
32,"CCA-LDA",33,0.0474833452436512,3,1
32,"PCA-LDA",39,0.00356155591046172,3,1
33,"CCA-LDA",21,0.0408816703267465,3,1
33,"PCA-LDA",29,0.108694534442979,3,1
34,"CCA-LDA",29,0.0556685002353484,3,1
34,"PCA-LDA",38,0.00105901641737339,3,1
35,"CCA-LDA",34,0.002627228581583,3,1
35,"PCA-LDA",39,1.71527371563244e-08,3,1
36,"CCA-LDA",24,0.0645809801264537,3,1
36,"PCA-LDA",28,0.0860477770878067,3,1
37,"CCA-LDA",34,0.0253872008240407,3,1
37,"PCA-LDA",31,0.022367267662885,3,1
38,"CCA-LDA",17,0.0575041865411754,3,1
38,"PCA-LDA",29,0.0621482605539767,3,1
39,"CCA-LDA",31,0.0296451606198086,3,1
39,"PCA-LDA",38,1.40681612903263e-06,3,1
4,"CCA-LDA",31,0.0510500854015651,3,1
4,"PCA-LDA",36,4.82248142761316e-15,3,1
40,"CCA-LDA",38,0.0596861118984676,3,1
40,"PCA-LDA",32,0.0102992924540208,3,1
41,"CCA-LDA",37,0.00719328820219353,3,1
41,"PCA-LDA",38,0.0508595575463576,3,1
42,"CCA-LDA",30,0.0806247966624666,3,1
42,"PCA-LDA",36,0.107763139389077,3,1
43,"CCA-LDA",37,0.174163040379412,3,1
43,"PCA-LDA",38,1.07017105158108e-12,3,1
44,"CCA-LDA",24,0.0895629008516584,3,1
44,"PCA-LDA",37,0.0045354422988774,3,1
45,"CCA-LDA",32,0.0290280364007434,3,1
45,"PCA-LDA",25,0.0805714490521364,3,1
46,"CCA-LDA",16,0.0864248929126425,3,1
46,"PCA-LDA",18,0.18974003100526,3,1
47,"CCA-LDA",33,0.0012014370019516,3,1
47,"PCA-LDA",31,0.0510438689625694,3,1
48,"CCA-LDA",38,0.00914406168380983,3,1
48,"PCA-LDA",36,0.0154847580797012,3,1
49,"CCA-LDA",32,0.0314192213085605,3,1
49,"PCA-LDA",37,0.00886751312712067,3,1
5,"CCA-LDA",25,0.0885448858966107,3,1
5,"PCA-LDA",27,0.0665444692022574,3,1
50,"CCA-LDA",36,2.29113368197057e-05,3,1
50,"PCA-LDA",32,0.0563368183871946,3,1
51,"CCA-LDA",34,0.00897055722056654,3,1
51,"PCA-LDA",39,2.05085468104912e-07,3,1
52,"CCA-LDA",39,0.0875811672265469,3,1
52,"PCA-LDA",37,3.91780525418428e-05,3,1
53,"CCA-LDA",39,0.00693403360335861,3,1
53,"PCA-LDA",34,0.0207464516057793,3,1
54,"CCA-LDA",39,0.0543654894230038,3,1
54,"PCA-LDA",39,0.000399999453620269,3,1
55,"CCA-LDA",29,0.0526872385716901,3,1
55,"PCA-LDA",36,0.00952864203060949,3,1
56,"CCA-LDA",39,0.0546098644488795,3,1
56,"PCA-LDA",37,0.00810455397045288,3,1
57,"CCA-LDA",27,0.0472684841227187,3,1
57,"PCA-LDA",32,0.0162421900058244,3,1
58,"CCA-LDA",35,0.00285186500157884,3,1
58,"PCA-LDA",37,0.0306426190367965,3,1
59,"CCA-LDA",36,8.71684401084977e-05,3,1
59,"PCA-LDA",31,0.0212631056596746,3,1
6,"CCA-LDA",28,0.0404826104837464,3,1
6,"PCA-LDA",39,7.06145630777293e-07,3,1
60,"CCA-LDA",32,0.014186222303394,3,1
60,"PCA-LDA",38,1.95936275828524e-07,3,1
61,"CCA-LDA",19,0.0409828634817133,3,1
61,"PCA-LDA",37,0.0014484329584407,3,1
62,"CCA-LDA",21,0.0406165714616201,3,1
62,"PCA-LDA",24,0.0985999171068745,3,1
63,"CCA-LDA",32,0.00428805206089336,3,1
63,"PCA-LDA",38,0.0129155145948714,3,1
64,"CCA-LDA",38,0.000999954396955823,3,1
64,"PCA-LDA",37,5.34351916626328e-05,3,1
65,"CCA-LDA",39,0.0298190236398763,3,1
65,"PCA-LDA",34,0.000377370672916232,3,1
66,"CCA-LDA",18,0.0648573631591345,3,1
66,"PCA-LDA",35,0.0221884067918641,3,1
67,"CCA-LDA",32,0.0208531778773723,3,1
67,"PCA-LDA",35,6.5788567194173e-05,3,1
68,"CCA-LDA",32,0.124441181849773,3,1
68,"PCA-LDA",37,0.0840723634845654,3,1
69,"CCA-LDA",35,0.0319819633611986,3,1
69,"PCA-LDA",37,0.000332009181825944,3,1
7,"CCA-LDA",38,0.0123904776419213,3,1
7,"PCA-LDA",39,4.04552666869654e-05,3,1
70,"CCA-LDA",16,0.0577447926402381,3,1
70,"PCA-LDA",32,0.0161918905403087,3,1
71,"CCA-LDA",10,0.204405841892022,3,1
71,"PCA-LDA",38,2.78451460013366e-05,3,1
72,"CCA-LDA",30,0.0308735458675986,3,1
72,"PCA-LDA",37,0.0127995666600986,3,1
73,"CCA-LDA",16,0.078719889237509,3,1
73,"PCA-LDA",34,0.00121687022453917,3,1
74,"CCA-LDA",35,0.0100480174943487,3,1
74,"PCA-LDA",31,0.0507978071748527,3,1
75,"CCA-LDA",17,0.122371348189642,3,1
75,"PCA-LDA",36,0.0427312315854525,3,1
76,"CCA-LDA",25,0.15610693489668,3,1
76,"PCA-LDA",29,0.111408262129957,3,1
77,"CCA-LDA",16,0.0448117561304888,3,1
77,"PCA-LDA",39,1.37094280555291e-06,3,1
78,"CCA-LDA",34,0.038738090612839,3,1
78,"PCA-LDA",31,0.0750469572052924,3,1
79,"CCA-LDA",33,0.050488819382114,3,1
79,"PCA-LDA",36,0.000342480374270758,3,1
8,"CCA-LDA",23,0.0506820431460385,3,1
8,"PCA-LDA",38,0.00139340119433075,3,1
80,"CCA-LDA",37,0.00160846194154497,3,1
80,"PCA-LDA",29,0.170831807865364,3,1
81,"CCA-LDA",34,0.00543725595414304,3,1
81,"PCA-LDA",39,3.31729947405224e-08,3,1
82,"CCA-LDA",35,0.00684353751400915,3,1
82,"PCA-LDA",34,0.012114369272572,3,1
83,"CCA-LDA",27,0.0749870032275939,3,1
83,"PCA-LDA",35,0.0487106319451947,3,1
84,"CCA-LDA",25,0.0402545401729724,3,1
84,"PCA-LDA",39,1.88516557037544e-06,3,1
85,"CCA-LDA",38,0.0243721600192065,3,1
85,"PCA-LDA",32,0.0870052004120881,3,1
86,"CCA-LDA",14,0.0981991128757123,3,1
86,"PCA-LDA",38,0.000422226017267926,3,1
87,"CCA-LDA",11,0.25656792604153,3,1
87,"PCA-LDA",30,0.140954804728964,3,1
88,"CCA-LDA",34,0.0822635789537818,3,1
88,"PCA-LDA",34,0.0714042207180258,3,1
89,"CCA-LDA",38,0.0548583005232368,3,1
89,"PCA-LDA",34,0.047674297016759,3,1
9,"CCA-LDA",38,0.047496413612165,3,1
9,"PCA-LDA",38,0.00126282137140189,3,1
90,"CCA-LDA",24,0.0596014588434375,3,1
90,"PCA-LDA",35,1.34676849013599e-10,3,1
91,"CCA-LDA",39,0.0624429216773621,3,1
91,"PCA-LDA",39,0.000843176967218639,3,1
92,"CCA-LDA",38,0.000481764148932611,3,1
92,"PCA-LDA",38,1.92170965783e-08,3,1
93,"CCA-LDA",33,0.0194421150039698,3,1
93,"PCA-LDA",36,0.0324473751195942,3,1
94,"CCA-LDA",37,0.020325108748769,3,1
94,"PCA-LDA",37,0.0320594690553603,3,1
95,"CCA-LDA",28,0.107915362270202,3,1
95,"PCA-LDA",24,0.130017055208561,3,1
96,"CCA-LDA",25,0.123623045509153,3,1
96,"PCA-LDA",30,0.0434691174453213,3,1
97,"CCA-LDA",35,0.0104903319546141,3,1
97,"PCA-LDA",33,0.0215991517660245,3,1
98,"CCA-LDA",37,0.0118066741749984,3,1
98,"PCA-LDA",31,0.0165809718722713,3,1
99,"CCA-LDA",28,0.0343013029611685,3,1
99,"PCA-LDA",36,0.00715924122353967,3,1
1,"CCA-LDA",36,0.00189205648450266,1,2
1,"PCA-LDA",26,0.0569074828286317,1,2
10,"CCA-LDA",22,0.0557304917443073,1,2
10,"PCA-LDA",18,0.11979654731625,1,2
100,"CCA-LDA",38,0.0302924643525895,1,2
100,"PCA-LDA",30,0.0382731866747624,1,2
101,"CCA-LDA",32,0.0174115065045206,1,2
101,"PCA-LDA",32,0.0106155030435035,1,2
102,"CCA-LDA",38,0.0125634064443349,1,2
102,"PCA-LDA",33,0.01041003822736,1,2
103,"CCA-LDA",32,0.143166821054415,1,2
103,"PCA-LDA",36,0.00188368647718903,1,2
104,"CCA-LDA",18,0.0688257345174183,1,2
104,"PCA-LDA",39,2.74843232092531e-05,1,2
105,"CCA-LDA",14,0.0830112210498599,1,2
105,"PCA-LDA",24,0.108239703797395,1,2
106,"CCA-LDA",28,0.0451939300757154,1,2
106,"PCA-LDA",28,0.0420529279473411,1,2
107,"CCA-LDA",37,0.000229968031854433,1,2
107,"PCA-LDA",25,0.084189953762545,1,2
108,"CCA-LDA",27,0.0914940263788884,1,2
108,"PCA-LDA",24,0.104772183454608,1,2
109,"CCA-LDA",36,0.104018807644191,1,2
109,"PCA-LDA",33,0.0255267550054659,1,2
11,"CCA-LDA",18,0.0731264257624451,1,2
11,"PCA-LDA",30,0.0215370748752014,1,2
110,"CCA-LDA",37,0.0864077960747235,1,2
110,"PCA-LDA",37,0.000374604756125651,1,2
111,"CCA-LDA",37,0.0299912841225732,1,2
111,"PCA-LDA",26,0.0452072283903389,1,2
112,"CCA-LDA",33,0.0367197838306384,1,2
112,"PCA-LDA",19,0.177761489234333,1,2
113,"CCA-LDA",36,0.0364627606022316,1,2
113,"PCA-LDA",30,0.0266021226483402,1,2
114,"CCA-LDA",16,0.0905801162544044,1,2
114,"PCA-LDA",33,0.0756603656692659,1,2
115,"CCA-LDA",28,0.0387746848651208,1,2
115,"PCA-LDA",33,0.0342186043631521,1,2
116,"CCA-LDA",24,0.0874304900351328,1,2
116,"PCA-LDA",29,0.0554767672484434,1,2
117,"CCA-LDA",37,0.12754141875536,1,2
117,"PCA-LDA",36,0.00594548836698166,1,2
118,"CCA-LDA",13,0.0543069208707624,1,2
118,"PCA-LDA",31,0.0548677189374302,1,2
119,"CCA-LDA",27,0.0185204965875228,1,2
119,"PCA-LDA",32,0.0447977144743246,1,2
12,"CCA-LDA",14,0.0607730185790029,1,2
12,"PCA-LDA",39,2.10211006023875e-09,1,2
120,"CCA-LDA",31,0.00583351408071416,1,2
120,"PCA-LDA",28,0.114820889534547,1,2
121,"CCA-LDA",17,0.0418847858127804,1,2
121,"PCA-LDA",33,0.000846544003607898,1,2
122,"CCA-LDA",28,0.0742055526660287,1,2
122,"PCA-LDA",31,0.130200536926435,1,2
123,"CCA-LDA",25,0.0224413776239223,1,2
123,"PCA-LDA",28,0.0183976875778603,1,2
124,"CCA-LDA",17,0.038549176534826,1,2
124,"PCA-LDA",27,0.0661856695464665,1,2
125,"CCA-LDA",14,0.0746817285856851,1,2
125,"PCA-LDA",27,0.109680736074461,1,2
126,"CCA-LDA",16,0.0746201568723575,1,2
126,"PCA-LDA",24,0.110919267403482,1,2
127,"CCA-LDA",22,0.0361552350342508,1,2
127,"PCA-LDA",31,0.0238652561318683,1,2
128,"CCA-LDA",36,0.036781981657994,1,2
128,"PCA-LDA",28,0.0307475588935052,1,2
129,"CCA-LDA",33,0.0116143996189333,1,2
129,"PCA-LDA",34,0.0157895936023989,1,2
13,"CCA-LDA",14,0.0444287077906945,1,2
13,"PCA-LDA",27,0.0711935863182015,1,2
130,"CCA-LDA",15,0.0375963891697744,1,2
130,"PCA-LDA",19,0.156899600972318,1,2
131,"CCA-LDA",29,0.164368120947689,1,2
131,"PCA-LDA",31,0.0871811434856134,1,2
132,"CCA-LDA",32,0.0315661334868263,1,2
132,"PCA-LDA",28,0.0671302482641761,1,2
133,"CCA-LDA",28,0.0157732778644535,1,2
133,"PCA-LDA",36,0.00259579708580058,1,2
134,"CCA-LDA",34,0.0368850989933543,1,2
134,"PCA-LDA",37,0.000469211931967969,1,2
135,"CCA-LDA",28,0.027546649596316,1,2
135,"PCA-LDA",37,0.00039352963747901,1,2
136,"CCA-LDA",20,0.0810720894814156,1,2
136,"PCA-LDA",22,0.115903690945289,1,2
137,"CCA-LDA",36,0.00262469805598558,1,2
137,"PCA-LDA",30,0.0891441467527655,1,2
138,"CCA-LDA",32,0.041262188067661,1,2
138,"PCA-LDA",26,0.0654940187837322,1,2
139,"CCA-LDA",23,0.0399017835839458,1,2
139,"PCA-LDA",36,0.0309375620016973,1,2
14,"CCA-LDA",12,0.0999390459406856,1,2
14,"PCA-LDA",33,0.0786138159016153,1,2
140,"CCA-LDA",17,0.0382405255420187,1,2
140,"PCA-LDA",32,0.0160002351842664,1,2
141,"CCA-LDA",34,0.0156280284376185,1,2
141,"PCA-LDA",37,1.77799635122497e-08,1,2
142,"CCA-LDA",32,0.0863874741404543,1,2
142,"PCA-LDA",32,0.0231559019337879,1,2
143,"CCA-LDA",32,0.0518953321388036,1,2
143,"PCA-LDA",34,0.0004178316946839,1,2
144,"CCA-LDA",13,0.0429584798992887,1,2
144,"PCA-LDA",33,0.128061572721395,1,2
145,"CCA-LDA",20,0.109201348725179,1,2
145,"PCA-LDA",32,0.00103420145048055,1,2
146,"CCA-LDA",16,0.09417523861802,1,2
146,"PCA-LDA",36,0.0268217255815497,1,2
147,"CCA-LDA",17,0.0488786786112248,1,2
147,"PCA-LDA",29,0.0221215280042007,1,2
148,"CCA-LDA",21,0.0414320761902143,1,2
148,"PCA-LDA",35,0.00795042767300827,1,2
149,"CCA-LDA",30,0.0283521965067874,1,2
149,"PCA-LDA",32,0.0149708552993781,1,2
15,"CCA-LDA",33,0.0917497524917878,1,2
15,"PCA-LDA",36,2.67575679677597e-05,1,2
150,"CCA-LDA",36,0.0346694645119283,1,2
150,"PCA-LDA",33,0.0424061249989919,1,2
151,"CCA-LDA",14,0.061219049640995,1,2
151,"PCA-LDA",23,0.0543124609139315,1,2
152,"CCA-LDA",32,0.0112774699280444,1,2
152,"PCA-LDA",31,0.0168331805210126,1,2
153,"CCA-LDA",38,1.28504015990847e-05,1,2
153,"PCA-LDA",31,0.0980459365169186,1,2
154,"CCA-LDA",15,0.0644777729220052,1,2
154,"PCA-LDA",27,0.0981404011553823,1,2
155,"CCA-LDA",30,0.146137252152356,1,2
155,"PCA-LDA",32,0.0858678689402149,1,2
156,"CCA-LDA",32,0.0778497964495132,1,2
156,"PCA-LDA",22,0.129240827433435,1,2
157,"CCA-LDA",39,0.00343552924030056,1,2
157,"PCA-LDA",22,0.150562941811717,1,2
158,"CCA-LDA",26,0.05641211188921,1,2
158,"PCA-LDA",28,0.158540315360958,1,2
159,"CCA-LDA",14,0.0862147949375177,1,2
159,"PCA-LDA",29,0.101875103377427,1,2
16,"CCA-LDA",16,0.0465514349139639,1,2
16,"PCA-LDA",27,0.0644691822329751,1,2
160,"CCA-LDA",29,0.0619449898040718,1,2
160,"PCA-LDA",36,1.02144776178555e-06,1,2
161,"CCA-LDA",14,0.0324327351564062,1,2
161,"PCA-LDA",36,0.00104937121545049,1,2
162,"CCA-LDA",38,0.00336797559680827,1,2
162,"PCA-LDA",37,0.000377535698657759,1,2
163,"CCA-LDA",29,0.0195658975627121,1,2
163,"PCA-LDA",22,0.128271260108507,1,2
164,"CCA-LDA",34,0.0376578455166295,1,2
164,"PCA-LDA",36,3.77395072019779e-06,1,2
165,"CCA-LDA",14,0.0555508651815123,1,2
165,"PCA-LDA",33,0.0490827272782795,1,2
166,"CCA-LDA",24,0.100253463527016,1,2
166,"PCA-LDA",29,0.0387459576248794,1,2
167,"CCA-LDA",25,0.125539450432231,1,2
167,"PCA-LDA",33,0.0420963271228796,1,2
168,"CCA-LDA",15,0.067232443416562,1,2
168,"PCA-LDA",29,0.114632706430413,1,2
169,"CCA-LDA",13,0.0918588409918232,1,2
169,"PCA-LDA",29,0.031723003420261,1,2
17,"CCA-LDA",28,0.082605085939869,1,2
17,"PCA-LDA",38,0.000569254507506543,1,2
170,"CCA-LDA",15,0.0893946119623167,1,2
170,"PCA-LDA",31,0.0550445936494536,1,2
171,"CCA-LDA",32,0.006081956269069,1,2
171,"PCA-LDA",34,5.0527298455995e-05,1,2
172,"CCA-LDA",35,0.0481216183530549,1,2
172,"PCA-LDA",36,0.000251283924387031,1,2
173,"CCA-LDA",23,0.112352478712893,1,2
173,"PCA-LDA",23,0.0880045788895678,1,2
174,"CCA-LDA",31,0.0277285107973995,1,2
174,"PCA-LDA",31,0.0706101378683309,1,2
175,"CCA-LDA",28,0.0393251581842975,1,2
175,"PCA-LDA",34,0.000204307333472176,1,2
176,"CCA-LDA",30,0.0173803445609018,1,2
176,"PCA-LDA",27,0.124320649397895,1,2
177,"CCA-LDA",36,0.00843568217932872,1,2
177,"PCA-LDA",32,0.0160522704320105,1,2
178,"CCA-LDA",32,0.0819844827101874,1,2
178,"PCA-LDA",33,0.0872121914675588,1,2
179,"CCA-LDA",28,0.00901727942290392,1,2
179,"PCA-LDA",28,0.0883523441194721,1,2
18,"CCA-LDA",29,0.0270437162207819,1,2
18,"PCA-LDA",34,0.0106695143259468,1,2
180,"CCA-LDA",18,0.0740062142751268,1,2
180,"PCA-LDA",32,0.0325520244716395,1,2
181,"CCA-LDA",13,0.07000856009109,1,2
181,"PCA-LDA",34,0.00152926355500366,1,2
182,"CCA-LDA",31,0.0105299981651307,1,2
182,"PCA-LDA",32,0.0414402923708916,1,2
183,"CCA-LDA",37,0.00492833558571511,1,2
183,"PCA-LDA",36,0.0583630024361331,1,2
184,"CCA-LDA",13,0.0474108678814981,1,2
184,"PCA-LDA",38,0.0181452122530403,1,2
185,"CCA-LDA",21,0.0266770898110838,1,2
185,"PCA-LDA",34,0.0626935150814994,1,2
186,"CCA-LDA",39,0.108720929160612,1,2
186,"PCA-LDA",31,0.00841247186119817,1,2
187,"CCA-LDA",26,0.0787294294893028,1,2
187,"PCA-LDA",35,0.00956724757677512,1,2
188,"CCA-LDA",19,0.0622950560861057,1,2
188,"PCA-LDA",22,0.104118258604103,1,2
189,"CCA-LDA",21,0.0554597505252733,1,2
189,"PCA-LDA",29,0.00044788244165709,1,2
19,"CCA-LDA",25,0.0290162844036542,1,2
19,"PCA-LDA",31,0.0349746578111511,1,2
190,"CCA-LDA",31,0.042834895661251,1,2
190,"PCA-LDA",26,0.070649020906884,1,2
191,"CCA-LDA",16,0.0634063162201703,1,2
191,"PCA-LDA",35,0.000597129645798535,1,2
192,"CCA-LDA",14,0.0732806600668048,1,2
192,"PCA-LDA",26,0.0804200367234225,1,2
193,"CCA-LDA",22,0.0878264541778281,1,2
193,"PCA-LDA",28,0.0664509635696494,1,2
194,"CCA-LDA",28,0.0230404650254586,1,2
194,"PCA-LDA",25,0.0570768872116304,1,2
195,"CCA-LDA",18,0.0300005419198414,1,2
195,"PCA-LDA",38,1.25655846016825e-05,1,2
196,"CCA-LDA",25,0.0337866957521204,1,2
196,"PCA-LDA",34,0.0170508397173676,1,2
197,"CCA-LDA",20,0.0997470289835932,1,2
197,"PCA-LDA",32,0.012957345806824,1,2
198,"CCA-LDA",31,0.0752723349214034,1,2
198,"PCA-LDA",25,0.0185411926991213,1,2
199,"CCA-LDA",14,0.0484596377144717,1,2
199,"PCA-LDA",39,3.72929680810274e-05,1,2
2,"CCA-LDA",32,0.0240483607687611,1,2
2,"PCA-LDA",38,2.00028569092938e-06,1,2
20,"CCA-LDA",16,0.0777664288954634,1,2
20,"PCA-LDA",35,0.0537947787552958,1,2
200,"CCA-LDA",25,0.0647592003409972,1,2
200,"PCA-LDA",35,0.00916984618127395,1,2
21,"CCA-LDA",14,0.0811333707065193,1,2
21,"PCA-LDA",34,0.00319468552843624,1,2
22,"CCA-LDA",16,0.0319361395134841,1,2
22,"PCA-LDA",25,0.0637905486293149,1,2
23,"CCA-LDA",37,0.0343547205234336,1,2
23,"PCA-LDA",25,0.0744484242991706,1,2
24,"CCA-LDA",34,0.0301341449946098,1,2
24,"PCA-LDA",34,0.00492218372810618,1,2
25,"CCA-LDA",29,0.120697369023058,1,2
25,"PCA-LDA",27,0.00859609766949741,1,2
26,"CCA-LDA",14,0.0554167695623431,1,2
26,"PCA-LDA",29,0.0889599846305246,1,2
27,"CCA-LDA",13,0.0598403569504607,1,2
27,"PCA-LDA",30,0.0599612749316209,1,2
28,"CCA-LDA",30,0.0712244283110948,1,2
28,"PCA-LDA",36,0.0592546285904026,1,2
29,"CCA-LDA",21,0.03972343786473,1,2
29,"PCA-LDA",32,0.00173828966914711,1,2
3,"CCA-LDA",27,0.0195829411594664,1,2
3,"PCA-LDA",30,0.0204525167103796,1,2
30,"CCA-LDA",36,0.130309068032999,1,2
30,"PCA-LDA",38,0.00760142944250977,1,2
31,"CCA-LDA",20,0.0780550072102086,1,2
31,"PCA-LDA",32,0.0195027391614999,1,2
32,"CCA-LDA",20,0.0540108838614463,1,2
32,"PCA-LDA",25,0.158424245607443,1,2
33,"CCA-LDA",32,0.0287987718626162,1,2
33,"PCA-LDA",29,0.108694534442979,1,2
34,"CCA-LDA",21,0.0867870721833339,1,2
34,"PCA-LDA",34,0.0183715233243384,1,2
35,"CCA-LDA",33,0.00429039133275152,1,2
35,"PCA-LDA",39,1.71527371563244e-08,1,2
36,"CCA-LDA",29,0.0414238179420394,1,2
36,"PCA-LDA",33,0.00882787674910733,1,2
37,"CCA-LDA",30,0.00529948562483869,1,2
37,"PCA-LDA",31,0.022367267662885,1,2
38,"CCA-LDA",38,0.142495368166131,1,2
38,"PCA-LDA",25,0.0874433266288123,1,2
39,"CCA-LDA",17,0.058449392899174,1,2
39,"PCA-LDA",37,2.46415603997426e-05,1,2
4,"CCA-LDA",38,3.53250572696912e-09,1,2
4,"PCA-LDA",33,0.00305690363494256,1,2
40,"CCA-LDA",33,0.0733234045168706,1,2
40,"PCA-LDA",36,0.0113759431102497,1,2
41,"CCA-LDA",34,0.00999920030471246,1,2
41,"PCA-LDA",33,0.0533803098898553,1,2
42,"CCA-LDA",20,0.0482866084135107,1,2
