"sim","method","n.dims","err","n.dims.min","n.dims.max","CV","Pi"
54,"CCA-LDA",NA,8,21,39,3,1
54,"PCA-LDA",NA,2,22,39,3,1
55,"CCA-LDA",NA,4,14,39,3,1
55,"PCA-LDA",NA,2,34,38,3,1
56,"CCA-LDA",NA,4,17,39,3,1
56,"PCA-LDA",NA,1,21,37,3,1
57,"CCA-LDA",NA,4,12,38,3,1
57,"PCA-LDA",NA,1,30,38,3,1
58,"CCA-LDA",NA,10,13,39,3,1
58,"PCA-LDA",NA,4,23,39,3,1
59,"CCA-LDA",NA,8,19,39,3,1
59,"PCA-LDA",NA,1,28,36,3,1
60,"CCA-LDA",NA,13,3,37,3,1
60,"PCA-LDA",NA,3,29,38,3,1
61,"CCA-LDA",NA,11,16,39,3,1
61,"PCA-LDA",NA,1,30,39,3,1
62,"CCA-LDA",NA,6,15,38,3,1
62,"PCA-LDA",NA,0,20,25,3,1
63,"CCA-LDA",NA,14,9,33,3,1
63,"PCA-LDA",NA,4,20,39,3,1
64,"CCA-LDA",NA,8,10,38,3,1
64,"PCA-LDA",NA,2,30,38,3,1
65,"CCA-LDA",NA,12,13,39,3,1
65,"PCA-LDA",NA,1,33,39,3,1
66,"CCA-LDA",NA,7,14,39,3,1
66,"PCA-LDA",NA,0,29,35,3,1
67,"CCA-LDA",NA,9,11,39,3,1
67,"PCA-LDA",NA,2,30,39,3,1
68,"CCA-LDA",NA,2,14,39,3,1
68,"PCA-LDA",NA,2,28,39,3,1
69,"CCA-LDA",NA,12,10,39,3,1
69,"PCA-LDA",NA,0,32,38,3,1
70,"CCA-LDA",NA,10,13,38,3,1
70,"PCA-LDA",NA,2,28,37,3,1
71,"CCA-LDA",NA,10,8,39,3,1
71,"PCA-LDA",NA,2,32,39,3,1
72,"CCA-LDA",NA,2,26,39,3,1
72,"PCA-LDA",NA,1,31,39,3,1
73,"CCA-LDA",NA,8,13,39,3,1
73,"PCA-LDA",NA,3,29,38,3,1
74,"CCA-LDA",NA,10,2,37,3,1
74,"PCA-LDA",NA,4,27,39,3,1
75,"CCA-LDA",NA,8,12,39,3,1
75,"PCA-LDA",NA,3,29,38,3,1
76,"CCA-LDA",NA,6,14,39,3,1
76,"PCA-LDA",NA,0,22,34,3,1
77,"CCA-LDA",NA,6,10,39,3,1
77,"PCA-LDA",NA,3,31,39,3,1
78,"CCA-LDA",NA,7,15,39,3,1
78,"PCA-LDA",NA,1,30,39,3,1
79,"CCA-LDA",NA,4,23,38,3,1
79,"PCA-LDA",NA,1,29,39,3,1
80,"CCA-LDA",NA,12,13,35,3,1
80,"PCA-LDA",NA,4,16,39,3,1
81,"CCA-LDA",NA,9,12,39,3,1
81,"PCA-LDA",NA,2,34,39,3,1
82,"CCA-LDA",NA,10,7,39,3,1
82,"PCA-LDA",NA,0,30,39,3,1
83,"CCA-LDA",NA,5,13,39,3,1
83,"PCA-LDA",NA,4,22,39,3,1
84,"CCA-LDA",NA,11,3,39,3,1
84,"PCA-LDA",NA,2,29,39,3,1
85,"CCA-LDA",NA,9,11,39,3,1
85,"PCA-LDA",NA,2,17,39,3,1
86,"CCA-LDA",NA,7,14,39,3,1
86,"PCA-LDA",NA,3,28,38,3,1
87,"CCA-LDA",NA,4,9,36,3,1
87,"PCA-LDA",NA,2,28,38,3,1
88,"CCA-LDA",NA,11,7,39,3,1
88,"PCA-LDA",NA,1,28,39,3,1
89,"CCA-LDA",NA,9,16,38,3,1
89,"PCA-LDA",NA,2,26,39,3,1
90,"CCA-LDA",NA,8,7,39,3,1
90,"PCA-LDA",NA,0,31,39,3,1
91,"CCA-LDA",NA,9,22,39,3,1
91,"PCA-LDA",NA,2,32,39,3,1
92,"CCA-LDA",NA,8,14,39,3,1
92,"PCA-LDA",NA,2,22,39,3,1
93,"CCA-LDA",NA,14,6,39,3,1
93,"PCA-LDA",NA,2,31,39,3,1
94,"CCA-LDA",NA,2,15,39,3,1
94,"PCA-LDA",NA,1,33,39,3,1
95,"CCA-LDA",NA,6,17,37,3,1
95,"PCA-LDA",NA,0,23,29,3,1
96,"CCA-LDA",NA,10,20,39,3,1
96,"PCA-LDA",NA,0,27,38,3,1
97,"CCA-LDA",NA,7,10,38,3,1
97,"PCA-LDA",NA,0,28,39,3,1
98,"CCA-LDA",NA,12,9,39,3,1
98,"PCA-LDA",NA,0,31,36,3,1
99,"CCA-LDA",NA,6,16,38,3,1
99,"PCA-LDA",NA,1,13,38,3,1
100,"CCA-LDA",NA,4,14,39,3,1
100,"PCA-LDA",NA,2,17,39,3,1
101,"CCA-LDA",NA,8,14,38,3,1
101,"PCA-LDA",NA,2,31,39,3,1
102,"CCA-LDA",NA,5,11,37,3,1
102,"PCA-LDA",NA,2,25,37,3,1
103,"CCA-LDA",NA,10,14,38,3,1
103,"PCA-LDA",NA,2,33,39,3,1
104,"CCA-LDA",NA,8,9,37,3,1
104,"PCA-LDA",NA,4,22,38,3,1
105,"CCA-LDA",NA,11,15,39,3,1
105,"PCA-LDA",NA,0,28,38,3,1
106,"CCA-LDA",NA,4,29,39,3,1
106,"PCA-LDA",NA,1,24,38,3,1
107,"CCA-LDA",NA,5,17,37,3,1
107,"PCA-LDA",NA,2,25,39,3,1
108,"CCA-LDA",NA,5,21,39,3,1
108,"PCA-LDA",NA,1,31,37,3,1
109,"CCA-LDA",NA,6,12,39,3,1
109,"PCA-LDA",NA,1,32,38,3,1
110,"CCA-LDA",NA,9,14,39,3,1
110,"PCA-LDA",NA,3,27,39,3,1
111,"CCA-LDA",NA,7,18,39,3,1
111,"PCA-LDA",NA,0,28,37,3,1
112,"CCA-LDA",NA,7,5,38,3,1
112,"PCA-LDA",NA,2,20,39,3,1
113,"CCA-LDA",NA,6,10,39,3,1
113,"PCA-LDA",NA,1,31,39,3,1
114,"CCA-LDA",NA,6,24,39,3,1
114,"PCA-LDA",NA,2,17,39,3,1
115,"CCA-LDA",NA,5,7,37,3,1
115,"PCA-LDA",NA,3,11,38,3,1
116,"CCA-LDA",NA,4,27,39,3,1
116,"PCA-LDA",NA,2,31,39,3,1
117,"CCA-LDA",NA,2,4,39,3,1
117,"PCA-LDA",NA,1,21,39,3,1
118,"CCA-LDA",NA,5,10,39,3,1
118,"PCA-LDA",NA,3,18,39,3,1
119,"CCA-LDA",NA,7,5,38,3,1
119,"PCA-LDA",NA,1,29,39,3,1
120,"CCA-LDA",NA,9,21,35,3,1
120,"PCA-LDA",NA,1,21,36,3,1
121,"CCA-LDA",NA,6,4,39,3,1
121,"PCA-LDA",NA,1,28,39,3,1
122,"CCA-LDA",NA,5,16,37,3,1
122,"PCA-LDA",NA,2,15,39,3,1
123,"CCA-LDA",NA,10,9,39,3,1
123,"PCA-LDA",NA,1,32,38,3,1
124,"CCA-LDA",NA,11,7,37,3,1
124,"PCA-LDA",NA,0,28,36,3,1
125,"CCA-LDA",NA,4,16,39,3,1
125,"PCA-LDA",NA,2,21,39,3,1
126,"CCA-LDA",NA,7,12,39,3,1
126,"PCA-LDA",NA,0,27,39,3,1
127,"CCA-LDA",NA,11,2,39,3,1
127,"PCA-LDA",NA,2,32,38,3,1
128,"CCA-LDA",NA,4,21,39,3,1
128,"PCA-LDA",NA,1,29,39,3,1
129,"CCA-LDA",NA,6,17,39,3,1
129,"PCA-LDA",NA,1,23,39,3,1
130,"CCA-LDA",NA,10,16,39,3,1
130,"PCA-LDA",NA,2,14,39,3,1
131,"CCA-LDA",NA,4,22,39,3,1
131,"PCA-LDA",NA,1,29,36,3,1
132,"CCA-LDA",NA,3,15,39,3,1
132,"PCA-LDA",NA,0,28,38,3,1
133,"CCA-LDA",NA,11,13,39,3,1
133,"PCA-LDA",NA,1,35,39,3,1
134,"CCA-LDA",NA,9,11,39,3,1
134,"PCA-LDA",NA,1,24,39,3,1
135,"CCA-LDA",NA,8,10,39,3,1
135,"PCA-LDA",NA,2,30,39,3,1
136,"CCA-LDA",NA,6,3,37,3,1
136,"PCA-LDA",NA,1,24,39,3,1
137,"CCA-LDA",NA,8,17,37,3,1
137,"PCA-LDA",NA,5,12,39,3,1
138,"CCA-LDA",NA,6,29,39,3,1
138,"PCA-LDA",NA,1,25,37,3,1
139,"CCA-LDA",NA,9,13,37,3,1
139,"PCA-LDA",NA,4,27,39,3,1
140,"CCA-LDA",NA,5,6,39,3,1
140,"PCA-LDA",NA,0,30,39,3,1
141,"CCA-LDA",NA,15,19,39,3,1
141,"PCA-LDA",NA,2,29,39,3,1
142,"CCA-LDA",NA,6,23,39,3,1
142,"PCA-LDA",NA,1,33,39,3,1
143,"CCA-LDA",NA,8,17,39,3,1
143,"PCA-LDA",NA,2,33,39,3,1
144,"CCA-LDA",NA,6,9,39,3,1
144,"PCA-LDA",NA,1,13,38,3,1
145,"CCA-LDA",NA,5,20,39,3,1
145,"PCA-LDA",NA,0,32,39,3,1
146,"CCA-LDA",NA,8,18,39,3,1
146,"PCA-LDA",NA,2,30,38,3,1
147,"CCA-LDA",NA,9,18,39,3,1
147,"PCA-LDA",NA,1,28,39,3,1
148,"CCA-LDA",NA,11,7,37,3,1
148,"PCA-LDA",NA,3,30,38,3,1
149,"CCA-LDA",NA,7,15,39,3,1
149,"PCA-LDA",NA,1,29,39,3,1
150,"CCA-LDA",NA,4,10,39,3,1
150,"PCA-LDA",NA,2,33,39,3,1
151,"CCA-LDA",NA,4,15,39,3,1
151,"PCA-LDA",NA,1,24,35,3,1
152,"CCA-LDA",NA,9,5,39,3,1
152,"PCA-LDA",NA,4,29,39,3,1
153,"CCA-LDA",NA,10,13,37,3,1
153,"PCA-LDA",NA,2,25,39,3,1
154,"CCA-LDA",NA,5,9,36,3,1
154,"PCA-LDA",NA,2,25,39,3,1
155,"CCA-LDA",NA,9,18,38,3,1
155,"PCA-LDA",NA,2,21,37,3,1
156,"CCA-LDA",NA,5,24,39,3,1
156,"PCA-LDA",NA,1,26,36,3,1
157,"CCA-LDA",NA,7,12,36,3,1
157,"PCA-LDA",NA,6,17,37,3,1
158,"CCA-LDA",NA,5,14,38,3,1
158,"PCA-LDA",NA,2,21,37,3,1
159,"CCA-LDA",NA,11,19,37,3,1
159,"PCA-LDA",NA,1,27,39,3,1
160,"CCA-LDA",NA,8,24,39,3,1
160,"PCA-LDA",NA,1,33,39,3,1
161,"CCA-LDA",NA,6,7,39,3,1
161,"PCA-LDA",NA,6,18,39,3,1
162,"CCA-LDA",NA,10,2,36,3,1
162,"PCA-LDA",NA,2,34,39,3,1
163,"CCA-LDA",NA,8,20,39,3,1
163,"PCA-LDA",NA,3,22,32,3,1
164,"CCA-LDA",NA,13,12,38,3,1
164,"PCA-LDA",NA,3,25,39,3,1
165,"CCA-LDA",NA,6,11,38,3,1
165,"PCA-LDA",NA,3,23,39,3,1
166,"CCA-LDA",NA,9,14,39,3,1
166,"PCA-LDA",NA,1,24,38,3,1
167,"CCA-LDA",NA,8,8,37,3,1
167,"PCA-LDA",NA,2,31,39,3,1
168,"CCA-LDA",NA,6,7,39,3,1
168,"PCA-LDA",NA,2,23,38,3,1
169,"CCA-LDA",NA,9,19,39,3,1
169,"PCA-LDA",NA,2,26,39,3,1
170,"CCA-LDA",NA,11,15,38,3,1
170,"PCA-LDA",NA,2,32,38,3,1
171,"CCA-LDA",NA,10,14,39,3,1
171,"PCA-LDA",NA,0,27,38,3,1
172,"CCA-LDA",NA,12,8,39,3,1
172,"PCA-LDA",NA,3,32,39,3,1
173,"CCA-LDA",NA,4,8,38,3,1
173,"PCA-LDA",NA,0,23,33,3,1
174,"CCA-LDA",NA,5,22,39,3,1
174,"PCA-LDA",NA,2,20,39,3,1
175,"CCA-LDA",NA,7,13,39,3,1
175,"PCA-LDA",NA,1,31,39,3,1
176,"CCA-LDA",NA,7,11,37,3,1
176,"PCA-LDA",NA,1,17,34,3,1
177,"CCA-LDA",NA,9,15,37,3,1
177,"PCA-LDA",NA,2,28,39,3,1
178,"CCA-LDA",NA,6,11,39,3,1
178,"PCA-LDA",NA,6,22,39,3,1
179,"CCA-LDA",NA,4,23,39,3,1
179,"PCA-LDA",NA,1,32,36,3,1
180,"CCA-LDA",NA,5,12,39,3,1
180,"PCA-LDA",NA,1,29,38,3,1
181,"CCA-LDA",NA,9,15,38,3,1
181,"PCA-LDA",NA,3,18,39,3,1
182,"CCA-LDA",NA,7,4,39,3,1
182,"PCA-LDA",NA,1,32,38,3,1
183,"CCA-LDA",NA,10,19,38,3,1
183,"PCA-LDA",NA,4,22,39,3,1
184,"CCA-LDA",NA,6,29,39,3,1
184,"PCA-LDA",NA,2,25,37,3,1
185,"CCA-LDA",NA,2,5,38,3,1
185,"PCA-LDA",NA,3,10,39,3,1
186,"CCA-LDA",NA,4,19,39,3,1
186,"PCA-LDA",NA,2,33,39,3,1
187,"CCA-LDA",NA,5,6,39,3,1
187,"PCA-LDA",NA,3,17,38,3,1
188,"CCA-LDA",NA,6,15,37,3,1
188,"PCA-LDA",NA,0,23,38,3,1
189,"CCA-LDA",NA,6,14,39,3,1
189,"PCA-LDA",NA,2,30,39,3,1
190,"CCA-LDA",NA,4,20,39,3,1
190,"PCA-LDA",NA,0,31,38,3,1
191,"CCA-LDA",NA,7,8,39,3,1
191,"PCA-LDA",NA,4,28,39,3,1
192,"CCA-LDA",NA,4,20,39,3,1
192,"PCA-LDA",NA,0,29,36,3,1
193,"CCA-LDA",NA,10,14,39,3,1
193,"PCA-LDA",NA,0,29,38,3,1
194,"CCA-LDA",NA,13,18,38,3,1
194,"PCA-LDA",NA,1,32,39,3,1
195,"CCA-LDA",NA,8,12,38,3,1
195,"PCA-LDA",NA,2,28,39,3,1
196,"CCA-LDA",NA,7,16,39,3,1
196,"PCA-LDA",NA,3,26,39,3,1
197,"CCA-LDA",NA,11,15,39,3,1
197,"PCA-LDA",NA,1,30,39,3,1
198,"CCA-LDA",NA,5,22,39,3,1
198,"PCA-LDA",NA,2,31,39,3,1
199,"CCA-LDA",NA,7,18,39,3,1
199,"PCA-LDA",NA,6,22,37,3,1
200,"CCA-LDA",NA,6,5,39,3,1
200,"PCA-LDA",NA,4,27,39,3,1
