"sim","method","n.dims","err","n.dims.min","n.dims.max","CV","Pi","Alt"
124,"CCA-LDA",NA,0,2,11,3,2,5
124,"PCA-LDA",NA,0,2,24,3,2,5
125,"CCA-LDA",NA,0,2,14,3,2,5
125,"PCA-LDA",NA,0,2,18,3,2,5
126,"CCA-LDA",NA,0,2,12,3,2,5
126,"PCA-LDA",NA,0,2,24,3,2,5
127,"CCA-LDA",NA,0,2,18,3,2,5
127,"PCA-LDA",NA,0,2,14,3,2,5
128,"CCA-LDA",NA,0,2,28,3,2,5
128,"PCA-LDA",NA,0,2,26,3,2,5
129,"CCA-LDA",NA,0,2,12,3,2,5
129,"PCA-LDA",NA,0,2,16,3,2,5
130,"CCA-LDA",NA,0,2,15,3,2,5
130,"PCA-LDA",NA,0,2,13,3,2,5
131,"CCA-LDA",NA,0,2,14,3,2,5
131,"PCA-LDA",NA,0,2,24,3,2,5
132,"CCA-LDA",NA,0,2,17,3,2,5
132,"PCA-LDA",NA,0,2,21,3,2,5
133,"CCA-LDA",NA,0,2,13,3,2,5
133,"PCA-LDA",NA,0,2,11,3,2,5
134,"CCA-LDA",NA,0,2,12,3,2,5
134,"PCA-LDA",NA,0,2,23,3,2,5
135,"CCA-LDA",NA,0,2,16,3,2,5
135,"PCA-LDA",NA,0,2,28,3,2,5
136,"CCA-LDA",NA,0,2,16,3,2,5
136,"PCA-LDA",NA,0,2,21,3,2,5
137,"CCA-LDA",NA,0,2,13,3,2,5
137,"PCA-LDA",NA,0,2,20,3,2,5
138,"CCA-LDA",NA,0,2,22,3,2,5
138,"PCA-LDA",NA,0,2,22,3,2,5
139,"CCA-LDA",NA,0,2,14,3,2,5
139,"PCA-LDA",NA,0,2,15,3,2,5
140,"CCA-LDA",NA,0,2,9,3,2,5
140,"PCA-LDA",NA,0,2,16,3,2,5
141,"CCA-LDA",NA,0,2,14,3,2,5
141,"PCA-LDA",NA,0,2,28,3,2,5
142,"CCA-LDA",NA,0,2,21,3,2,5
142,"PCA-LDA",NA,0,2,29,3,2,5
143,"CCA-LDA",NA,0,2,13,3,2,5
143,"PCA-LDA",NA,0,2,30,3,2,5
144,"CCA-LDA",NA,0,2,12,3,2,5
144,"PCA-LDA",NA,0,2,8,3,2,5
145,"CCA-LDA",NA,0,2,20,3,2,5
145,"PCA-LDA",NA,0,2,28,3,2,5
146,"CCA-LDA",NA,0,2,9,3,2,5
146,"PCA-LDA",NA,0,2,12,3,2,5
147,"CCA-LDA",NA,0,2,13,3,2,5
147,"PCA-LDA",NA,0,2,21,3,2,5
148,"CCA-LDA",NA,0,2,16,3,2,5
148,"PCA-LDA",NA,0,2,27,3,2,5
149,"CCA-LDA",NA,0,2,13,3,2,5
149,"PCA-LDA",NA,0,2,27,3,2,5
150,"CCA-LDA",NA,0,2,28,3,2,5
150,"PCA-LDA",NA,0,2,18,3,2,5
151,"CCA-LDA",NA,0,2,13,3,2,5
151,"PCA-LDA",NA,0,2,19,3,2,5
152,"CCA-LDA",NA,0,2,22,3,2,5
152,"PCA-LDA",NA,0,2,16,3,2,5
153,"CCA-LDA",NA,0,2,23,3,2,5
153,"PCA-LDA",NA,0,2,29,3,2,5
154,"CCA-LDA",NA,0,2,13,3,2,5
154,"PCA-LDA",NA,0,2,24,3,2,5
155,"CCA-LDA",NA,0,2,26,3,2,5
155,"PCA-LDA",NA,0,2,20,3,2,5
156,"CCA-LDA",NA,0,2,26,3,2,5
156,"PCA-LDA",NA,0,2,16,3,2,5
157,"CCA-LDA",NA,0,2,16,3,2,5
157,"PCA-LDA",NA,0,2,20,3,2,5
158,"CCA-LDA",NA,0,2,23,3,2,5
158,"PCA-LDA",NA,0,2,7,3,2,5
159,"CCA-LDA",NA,0,2,14,3,2,5
159,"PCA-LDA",NA,0,2,22,3,2,5
160,"CCA-LDA",NA,0,2,11,3,2,5
160,"PCA-LDA",NA,0,2,19,3,2,5
161,"CCA-LDA",NA,0,2,14,3,2,5
161,"PCA-LDA",NA,0,2,18,3,2,5
162,"CCA-LDA",NA,0,2,26,3,2,5
162,"PCA-LDA",NA,0,2,29,3,2,5
163,"CCA-LDA",NA,0,2,14,3,2,5
163,"PCA-LDA",NA,0,2,19,3,2,5
164,"CCA-LDA",NA,0,2,34,3,2,5
164,"PCA-LDA",NA,0,2,19,3,2,5
165,"CCA-LDA",NA,0,2,14,3,2,5
165,"PCA-LDA",NA,0,2,7,3,2,5
166,"CCA-LDA",NA,0,2,9,3,2,5
166,"PCA-LDA",NA,0,2,29,3,2,5
167,"CCA-LDA",NA,0,2,12,3,2,5
167,"PCA-LDA",NA,0,2,31,3,2,5
168,"CCA-LDA",NA,0,2,11,3,2,5
168,"PCA-LDA",NA,0,2,22,3,2,5
169,"CCA-LDA",NA,0,2,13,3,2,5
169,"PCA-LDA",NA,0,2,21,3,2,5
170,"CCA-LDA",NA,0,2,14,3,2,5
170,"PCA-LDA",NA,0,2,18,3,2,5
171,"CCA-LDA",NA,0,2,15,3,2,5
171,"PCA-LDA",NA,0,2,25,3,2,5
172,"CCA-LDA",NA,0,2,30,3,2,5
172,"PCA-LDA",NA,0,2,29,3,2,5
173,"CCA-LDA",NA,0,2,10,3,2,5
173,"PCA-LDA",NA,0,2,19,3,2,5
174,"CCA-LDA",NA,0,2,10,3,2,5
174,"PCA-LDA",NA,0,2,17,3,2,5
175,"CCA-LDA",NA,0,2,11,3,2,5
175,"PCA-LDA",NA,0,2,29,3,2,5
176,"CCA-LDA",NA,0,2,12,3,2,5
176,"PCA-LDA",NA,0,2,22,3,2,5
177,"CCA-LDA",NA,0,2,21,3,2,5
177,"PCA-LDA",NA,0,2,25,3,2,5
178,"CCA-LDA",NA,0,2,9,3,2,5
178,"PCA-LDA",NA,0,2,15,3,2,5
179,"CCA-LDA",NA,0,2,23,3,2,5
179,"PCA-LDA",NA,0,2,28,3,2,5
180,"CCA-LDA",NA,0,2,8,3,2,5
180,"PCA-LDA",NA,0,2,25,3,2,5
181,"CCA-LDA",NA,0,2,12,3,2,5
181,"PCA-LDA",NA,0,2,18,3,2,5
182,"CCA-LDA",NA,0,2,17,3,2,5
182,"PCA-LDA",NA,0,2,25,3,2,5
183,"CCA-LDA",NA,0,2,11,3,2,5
183,"PCA-LDA",NA,0,2,19,3,2,5
184,"CCA-LDA",NA,0,2,10,3,2,5
184,"PCA-LDA",NA,0,2,19,3,2,5
185,"CCA-LDA",NA,0,2,17,3,2,5
185,"PCA-LDA",NA,0,2,34,3,2,5
186,"CCA-LDA",NA,0,2,16,3,2,5
186,"PCA-LDA",NA,0,2,31,3,2,5
187,"CCA-LDA",NA,0,2,26,3,2,5
187,"PCA-LDA",NA,0,2,33,3,2,5
188,"CCA-LDA",NA,0,2,19,3,2,5
188,"PCA-LDA",NA,0,2,11,3,2,5
189,"CCA-LDA",NA,0,2,21,3,2,5
189,"PCA-LDA",NA,0,2,24,3,2,5
190,"CCA-LDA",NA,0,2,12,3,2,5
190,"PCA-LDA",NA,0,2,21,3,2,5
191,"CCA-LDA",NA,0,2,16,3,2,5
191,"PCA-LDA",NA,0,2,16,3,2,5
192,"CCA-LDA",NA,0,2,13,3,2,5
192,"PCA-LDA",NA,0,2,26,3,2,5
193,"CCA-LDA",NA,0,2,11,3,2,5
193,"PCA-LDA",NA,0,2,19,3,2,5
194,"CCA-LDA",NA,0,2,12,3,2,5
194,"PCA-LDA",NA,0,2,25,3,2,5
195,"CCA-LDA",NA,0,2,29,3,2,5
195,"PCA-LDA",NA,0,2,25,3,2,5
196,"CCA-LDA",NA,0,2,18,3,2,5
196,"PCA-LDA",NA,0,2,23,3,2,5
197,"CCA-LDA",NA,0,2,12,3,2,5
197,"PCA-LDA",NA,0,2,28,3,2,5
198,"CCA-LDA",NA,0,2,11,3,2,5
198,"PCA-LDA",NA,0,2,24,3,2,5
199,"CCA-LDA",NA,0,2,12,3,2,5
199,"PCA-LDA",NA,0,2,19,3,2,5
200,"CCA-LDA",NA,0,2,13,3,2,5
200,"PCA-LDA",NA,0,2,34,3,2,5
